OG	BFHOLO	BFnonHOLO	nonBFHOLO	nonBFnonHOLO	coreBFHOLO	coreBFnonHOLO	corenonBFHOLO	corenonBFnonHOLO	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL22807	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22808	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22809	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22810	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22811	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22812	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22813	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22814	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22815	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22816	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22817	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22818	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22819	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22820	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22821	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22822	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22823	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22824	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22825	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22826	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22827	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22828	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22829	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22830	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22831	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22832	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22833	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22834	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22835	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22836	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22837	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22838	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22839	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22840	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22841	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22842	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22843	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22844	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22845	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22846	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22847	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22848	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22849	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22850	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22851	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22852	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22853	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22854	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22855	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22856	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22857	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22858	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22859	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22860	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22861	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22862	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22863	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22864	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22865	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22866	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22867	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22868	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22869	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22870	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22871	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22872	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22873	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22874	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22875	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22876	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22877	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22878	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22879	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22880	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22881	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22882	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22883	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22884	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22885	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22886	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22887	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22888	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22889	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22890	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22891	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22892	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22893	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22894	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22895	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22896	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22897	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22898	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22899	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22900	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22901	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22902	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22903	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22904	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22905	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22906	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22907	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22908	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22909	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22910	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22911	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22912	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22913	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22914	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22915	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22916	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22917	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22918	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22919	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22920	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22921	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22922	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22923	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22924	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22925	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22926	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22927	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22928	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22929	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22930	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22931	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22932	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22933	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22934	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22935	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22936	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22937	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22938	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22939	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22940	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22941	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22942	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22943	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22944	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22945	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22946	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22947	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22948	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22949	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22950	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22951	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22952	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22953	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22954	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22955	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22956	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22957	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22958	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22959	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22960	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22961	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22962	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22963	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22964	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22965	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22966	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22967	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22968	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22969	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22970	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22971	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22972	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22973	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22974	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22975	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22976	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22977	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22978	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22979	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22980	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22981	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22982	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22983	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22984	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22985	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22986	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22987	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22988	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22989	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22990	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22991	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22992	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22993	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22994	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL22995	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22996	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL22997	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22998	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL22999	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23000	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23001	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23002	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23003	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23004	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23005	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23006	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23007	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23008	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23009	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23010	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23011	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23012	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23013	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23014	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23015	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23016	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23017	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23018	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23019	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23020	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23021	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23022	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23023	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23024	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23025	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23026	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23027	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23028	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23029	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23030	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23031	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23032	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23033	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23034	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23035	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23036	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23037	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23038	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23039	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23040	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23041	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23042	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23043	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23044	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23045	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23046	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23047	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23048	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23049	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23050	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23051	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23052	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23053	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23054	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23055	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23056	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23057	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23058	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23059	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23060	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23061	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23062	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23063	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23064	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23065	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23066	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23067	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23068	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23069	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23070	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23071	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23072	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23073	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23074	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23075	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23076	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23077	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23078	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23079	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23080	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23081	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23082	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23083	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23084	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23085	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23086	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23087	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23088	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23089	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23090	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23091	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23092	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23093	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23094	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23095	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23096	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23097	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23098	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23099	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23100	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23101	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23102	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23103	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23104	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23105	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23106	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23107	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23108	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23109	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23110	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23111	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23112	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23113	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23114	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23115	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23116	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23117	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23118	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23119	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23120	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23121	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23122	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23123	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23124	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23125	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23126	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23127	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23128	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23129	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23130	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23131	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23132	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23133	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23134	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23135	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23136	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23137	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23138	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23139	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23140	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23141	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23142	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23143	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23144	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23145	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23146	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23147	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23148	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23149	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23150	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23151	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23152	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23153	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23154	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23155	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23156	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23157	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23158	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23159	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23160	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23161	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23162	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23163	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23164	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23165	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23166	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23167	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23168	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23169	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23170	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23171	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23172	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23173	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23174	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23175	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23176	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23177	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23178	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23179	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23180	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23181	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23182	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23183	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23184	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23185	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23186	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23187	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23188	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23189	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23190	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23191	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23192	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23193	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23194	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23195	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23196	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23197	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL23198	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23199	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23200	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL23201	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL23202	0	0	0	0	no	no	no	no	3	3.00	1
